ticker,issuer,expense_ratio,aum,spread,asset_class,strategy,region,category,focus,niche,inverse,leveraged,etn,index_prov,selection,weight_schm,act_p_sec
QABA,12,0.6,314820000,0.19,1,2,1,5,8,17,1,1,1,5,3,1,1
FEU,1,0.29,314160000,0.13,1,1,6,1,1,1,1,1,1,20,2,1,1
QDEF,13,0.37,313290000,0.14,1,13,1,1,2,1,1,1,1,29,12,4,1
RYF,5,0.4,313250000,0.09,1,8,1,5,8,1,1,1,1,1,1,8,1
IBDH,2,0.1,312900000,0.07,2,17,1,3,3,6,1,1,1,6,20,3,1
FUTY,22,0.08,311140000,0.1,1,1,1,5,23,1,1,1,1,3,2,1,1
KBWD,4,2.99,310670000,0.14,1,5,1,5,8,1,1,1,1,41,7,2,1
PKB,4,0.63,310090000,0.13,1,13,1,5,20,49,1,1,1,15,5,2,1
FSTA,22,0.08,309260000,0.1,1,1,1,5,21,1,1,1,1,3,2,1,1
PSP,4,2.22,306890000,0.12,1,1,4,5,8,50,1,1,1,60,1,2,1
INTF,2,0.3,306570000,0.21,1,13,2,1,2,1,1,1,1,3,5,4,1
PFM,4,0.55,305430000,0.11,1,5,1,1,2,1,1,1,1,5,7,1,1
FIEU,20,0.76,304720000,0.42,1,1,6,1,1,1,1,2,2,20,2,1,1
LEMB,2,0.5,303140000,0.11,2,1,3,9,16,2,1,1,1,11,4,3,1
CIBR,12,0.6,302420000,0.19,1,26,4,5,14,1,1,1,1,5,2,2,1
EMQQ,23,0.86,302230000,0.11,1,1,3,5,14,14,1,1,1,61,2,1,1
EQAL,4,0.2,301380000,0.13,1,8,1,1,1,1,1,1,1,7,2,2,1
JPUS,14,0.19,301160000,0.07,1,13,1,1,1,1,1,1,1,7,5,2,1
HFXI,27,0.2,300950000,0.19,1,10,2,1,2,1,1,1,1,4,2,1,1
XSD,1,0.35,300530000,0.07,1,8,1,5,14,28,1,1,1,1,2,8,1
WOOD,2,0.51,299820000,0.17,1,1,4,5,26,51,1,1,1,1,2,1,1
VNM,9,0.66,295850000,0.14,1,1,7,1,2,1,1,1,1,31,2,1,1
PSI,4,0.63,291250000,0.12,1,13,1,5,14,28,1,1,1,15,5,2,1
FDIS,22,0.08,290420000,0.11,1,1,1,5,17,1,1,1,1,3,2,1,1
FBND,22,0.45,290220000,0.1,2,11,4,2,16,2,1,1,1,16,12,9,2
YLD,35,0.65,289520000,0.51,5,11,4,14,33,34,1,1,1,16,12,9,2
XES,1,0.35,287790000,0.11,1,8,1,5,15,27,1,1,1,1,2,8,1
AGGP,27,0.39,287430000,0.13,2,13,1,2,16,2,1,1,1,37,12,4,1
LABU,21,1.09,287030000,0.23,1,8,1,5,13,10,1,2,1,1,2,8,1
PIN,4,0.82,286690000,0.05,1,1,7,1,1,1,1,1,1,62,2,1,1
DBB,4,0.82,284860000,0.07,3,16,4,19,16,20,1,1,1,19,16,13,1
BKF,2,0.72,279330000,0.12,1,1,3,1,2,1,1,1,1,3,2,1,1
EELV,4,0.29,276780000,0.16,1,7,3,1,2,1,1,1,1,1,13,10,1
URA,28,0.7,276780000,0.19,1,1,4,5,26,52,1,1,1,38,2,1,1
NYF,2,0.25,274630000,0.09,2,1,1,10,3,2,1,1,1,1,11,3,1
PPH,9,0.35,273060000,0.05,1,1,4,5,13,40,1,1,1,31,2,1,1
FXZ,12,0.66,272800000,0.06,1,13,1,5,22,1,1,1,1,15,5,2,1
WBIH,41,1.12,272160000,0.11,5,11,4,14,33,34,1,1,1,16,12,9,2
CEFL,18,0.9,270680000,0.16,5,13,4,14,33,34,1,2,2,21,5,4,1
FNDB,6,0.25,270680000,0.15,1,12,1,1,2,1,1,1,1,7,8,11,1
VIOG,3,0.2,269720000,0.1,1,3,1,1,5,3,1,1,1,1,8,1,1
PSC,35,0.38,269210000,0.52,1,13,1,1,5,1,1,1,1,5,5,17,1
AGQ,15,3.68,268710000,0.16,3,1,4,4,24,19,1,2,1,9,6,5,1
MINC,42,0.76,268530000,0.11,2,11,4,2,16,6,1,1,1,16,12,9,2
MNA,27,0.77,267800000,0.14,4,13,4,13,41,53,1,1,1,37,5,4,1
MUNI,10,0.35,267590000,0.23,2,11,1,10,3,7,1,1,1,16,12,9,2
EEMS,2,0.71,265530000,0.15,1,1,3,1,5,1,1,1,1,3,2,1,1
RDVY,12,0.5,263120000,0.11,1,12,1,1,1,1,1,1,1,5,8,8,1
PBE,4,0.58,260580000,0.22,1,13,1,5,13,10,1,1,1,15,5,2,1
ELD,8,0.55,260100000,0.23,2,11,3,2,16,2,1,1,1,16,12,9,2
FEMS,12,0.8,259440000,0.2,1,13,3,1,5,1,1,1,1,5,5,2,1
CQQQ,5,0.7,258400000,0.13,1,1,7,5,14,1,1,1,1,63,2,1,1
USLV,20,1.65,257880000,0.08,3,1,4,4,24,19,1,2,2,1,6,5,1
DOG,15,0.95,257240000,0.06,1,6,1,1,1,1,2,1,1,10,1,6,1
BDCL,18,0.85,252880000,0.27,1,1,1,5,8,50,1,2,2,28,2,1,1
FIW,12,0.57,249040000,0.13,1,8,1,5,26,36,1,1,1,21,2,2,1
RXI,2,0.48,248130000,0.1,1,1,4,5,17,1,1,1,1,1,1,1,1
IWX,2,0.2,247830000,0.1,1,4,1,1,1,4,1,1,1,7,5,4,1
SMB,9,0.2,247660000,0.11,2,1,1,10,3,6,1,1,1,6,11,3,1
GQRE,13,0.45,246050000,0.08,1,13,4,5,7,1,1,1,1,29,5,1,1
SPFF,28,0.58,245300000,0.14,2,5,1,3,11,2,1,1,1,1,7,3,1
KBA,25,0.64,244870000,0.06,1,1,7,1,2,1,1,1,1,3,2,1,1
EDC,21,1.15,243880000,0.11,1,1,3,1,2,1,1,2,1,3,2,1,1
TWOK,1,0.1,243530000,0.25,1,1,1,1,5,1,1,1,1,7,2,1,1
CMBS,2,0.25,240490000,0.17,2,1,1,3,42,2,1,1,1,6,4,3,1
EWO,2,0.48,240080000,0.09,1,1,6,1,2,1,1,1,1,3,2,1,1
PSCF,4,0.29,239510000,0.3,1,1,1,5,8,1,1,1,1,1,1,1,1
LWC,1,0.12,238830000,0.22,2,1,1,3,3,9,1,1,1,6,4,3,1
ROM,15,0.95,238620000,0.35,1,1,1,5,14,1,1,2,1,10,2,1,1
FXB,5,0.4,238090000,0.02,6,1,6,20,43,48,1,1,1,59,6,5,1
DIM,8,0.58,235050000,0.1,1,5,2,1,4,1,1,1,1,14,7,7,1
JKH,2,0.3,234510000,0.07,1,3,1,1,4,3,1,1,1,17,5,1,1
JKJ,2,0.25,233360000,0.1,1,13,1,1,5,1,1,1,1,17,5,1,1
ILTB,2,0.06,230510000,0.1,2,1,1,2,16,9,1,1,1,6,4,3,1
FMAT,22,0.08,230140000,0.12,1,1,1,5,22,1,1,1,1,3,2,1,1
PSCH,4,0.29,228390000,0.19,1,1,1,5,13,1,1,1,1,1,1,1,1
EXI,2,0.48,226780000,0.1,1,1,4,5,20,1,1,1,1,1,1,1,1
PGJ,4,0.7,226360000,0.21,1,27,7,1,2,1,1,1,1,5,24,1,1
FRI,12,0.49,226070000,0.06,1,1,1,5,7,1,1,1,1,1,2,1,1
EUO,15,1.01,225910000,0.05,6,1,6,18,40,42,2,1,1,59,6,5,1
FXN,12,0.62,225160000,0.08,1,13,1,5,15,1,1,1,1,15,5,2,1
PALL,26,0.6,224970000,0.2,3,1,4,4,44,5,1,1,1,9,6,5,1
BSCN,5,0.24,223870000,0.16,2,17,1,3,3,7,1,1,1,5,20,3,1
PIZ,4,0.81,223650000,0.18,1,14,2,1,2,1,1,1,1,26,14,12,1
KNOW,21,0.65,223410000,0.13,1,28,1,1,2,1,1,1,1,64,12,2,1
BSJL,5,0.43,223220000,0.14,2,17,1,3,12,7,1,1,1,5,20,3,1
RJI,43,0.75,223000000,0.34,3,12,4,2,16,19,1,1,2,65,1,9,1
LTPZ,10,0.2,221280000,0.15,2,1,1,6,9,9,1,1,1,18,4,3,1
IBDQ,2,0.1,220640000,0.18,2,17,1,3,3,7,1,1,1,6,20,3,1
JDST,21,1.13,219960000,0.15,1,1,4,5,22,12,2,1,1,21,2,1,1
HYLB,11,0.25,219850000,0.08,2,1,1,3,12,2,1,1,1,46,4,3,1
GAL,1,0.35,217610000,0.19,5,11,4,14,33,54,1,1,1,16,12,9,2
SMIN,2,0.8,217550000,0.17,1,1,7,1,5,1,1,1,1,3,2,1,1
IBMI,2,0.18,217460000,0.11,2,17,1,10,3,7,1,1,1,1,11,3,1
QEMM,1,0.3,217330000,0.31,1,13,3,1,2,1,1,1,1,3,5,2,1
FGM,12,0.8,216160000,0.2,1,13,6,1,2,1,1,1,1,5,5,2,1
VIOV,3,0.2,215910000,0.1,1,4,1,1,5,4,1,1,1,1,8,1,1
DBEM,11,0.65,214940000,0.26,1,10,3,1,2,1,1,1,1,3,2,1,1
DXD,15,0.95,214690000,0.09,1,6,1,1,1,1,2,1,1,10,1,6,1
GHYG,2,0.4,214470000,0.2,2,1,2,3,12,2,1,1,1,8,4,3,1
FLTR,9,0.14,213920000,0.08,2,1,1,3,3,11,1,1,1,31,4,3,1
PWZ,4,0.28,213710000,0.26,2,1,1,10,3,2,1,1,1,18,4,3,1
BWZ,1,0.35,213450000,0.44,2,1,5,9,3,6,1,1,1,6,4,3,1
YINN,21,1.3,213390000,0.04,1,2,7,1,1,1,1,2,1,4,15,1,1
IBMH,2,0.18,212310000,0.12,2,17,1,10,3,6,1,1,1,1,11,3,1
JHMM,40,0.45,210900000,0.31,1,13,1,1,4,1,1,1,1,54,2,4,1
MBG,1,0.2,210710000,0.18,2,1,1,6,19,2,1,1,1,6,4,3,1
PUTW,8,0.38,209430000,0.12,1,25,1,1,1,1,1,1,1,58,6,5,1
CUT,5,0.55,209230000,0.15,1,1,4,5,26,51,1,1,1,3,2,1,1
PGHY,4,0.35,208790000,0.14,2,8,1,2,12,6,1,1,1,19,9,8,1
PIE,4,0.9,207850000,0.12,1,14,3,1,2,1,1,1,1,26,14,12,1
CZA,5,0.65,207770000,0.1,1,13,1,1,4,1,1,1,1,56,12,1,1
SMLV,1,0.12,207280000,0.32,1,7,1,1,5,1,1,1,1,57,23,17,1
IBMG,2,0.18,206410000,0.12,2,17,1,10,3,6,1,1,1,1,11,3,1
DOO,8,0.58,206130000,0.12,1,5,2,1,1,1,1,1,1,14,7,7,1
RZG,5,0.35,205470000,0.16,1,3,1,1,5,3,1,1,1,1,8,11,1
FSZ,12,0.8,204620000,0.21,1,13,6,1,2,1,1,1,1,5,5,2,1
SCO,15,1.17,203310000,0.08,3,20,4,11,28,39,2,1,1,42,6,5,1
DGL,4,0.78,201990000,0.16,3,16,4,4,6,20,1,1,1,19,6,5,1
PDN,4,0.5,201800000,0.19,1,12,2,1,25,1,1,1,1,4,8,11,1
COMT,2,0.48,201670000,0.23,5,11,4,14,33,54,1,1,1,16,12,9,2
EWN,2,0.48,201600000,0.04,1,1,6,1,2,1,1,1,1,3,2,1,1
BFOR,7,0.65,198790000,0.14,1,12,1,1,2,1,1,1,1,66,8,8,1
BICK,12,0.64,198630000,0.41,1,8,3,1,2,1,1,1,1,21,2,8,1
IBDO,2,0.1,198170000,0.14,2,17,1,3,3,7,1,1,1,6,20,3,1
YYY,23,1.72,197660000,0.09,5,13,4,14,33,34,1,1,1,21,5,4,1
VTWG,3,0.2,197240000,0.11,1,3,1,1,5,3,1,1,1,7,5,4,1
SDOW,15,0.95,196390000,0.03,1,6,1,1,1,1,2,1,1,10,1,6,1
IEZ,2,0.44,196210000,0.11,1,1,1,5,15,27,1,1,1,10,2,1,1
CSD,5,0.65,195480000,0.13,1,29,1,1,2,1,1,1,1,1,25,1,1
VIXY,15,0.87,195230000,0.04,4,1,1,12,29,23,1,1,1,1,6,5,1
INP,19,0.89,195130000,0.43,1,1,7,1,2,1,1,1,2,3,2,1,1
RYU,5,0.4,194830000,0.1,1,8,1,5,23,1,1,1,1,1,1,8,1
FXC,5,0.4,194480000,0.02,6,1,1,21,45,48,1,1,1,59,6,5,1
PIO,4,0.76,194220000,0.28,1,1,4,5,26,36,1,1,1,5,1,18,1
SGDM,7,0.57,192530000,0.26,1,30,4,5,22,12,1,1,1,56,26,2,1
RGI,5,0.4,190880000,0.08,1,8,1,5,20,1,1,1,1,1,1,8,1
GRES,27,0.77,190740000,0.14,1,13,4,5,26,15,1,1,1,37,2,4,1
SPYD,1,0.12,190730000,0.14,1,5,1,1,1,1,1,1,1,1,7,8,1
SCJ,2,0.48,189700000,0.05,1,1,7,1,5,1,1,1,1,3,2,1,1
DGAZ,20,1.65,189330000,0.06,3,1,4,11,37,19,2,1,2,1,6,5,1
RYJ,5,0.75,189040000,0.28,1,12,1,1,2,1,1,1,1,67,12,8,1
BSCO,5,0.24,188580000,0.19,2,17,1,3,3,7,1,1,1,5,20,3,1
PLW,4,0.25,188510000,0.11,2,8,1,6,18,2,1,1,1,68,20,8,1
FAZ,21,1.1,188160000,0.06,1,1,1,5,8,1,2,1,1,7,2,1,1
IPKW,4,0.55,187890000,0.25,1,12,5,1,2,1,1,1,1,5,18,1,1
FMB,12,0.5,186870000,0.2,2,11,1,10,16,2,1,1,1,16,12,9,2
DWAS,4,0.6,185990000,0.34,1,14,1,1,5,1,1,1,1,26,14,2,1
GII,1,0.4,185280000,0.22,1,13,4,5,26,21,1,1,1,1,5,2,1
BIZD,9,9.67,184830000,0.18,1,1,1,5,8,50,1,1,1,31,2,1,1
CSML,27,0.35,184520000,0.22,1,13,1,1,5,1,1,1,1,5,5,8,1
QEFA,1,0.3,182470000,0.45,1,13,2,1,2,1,1,1,1,3,5,2,1
HYGH,2,0.54,182270000,0.03,2,24,1,3,12,2,1,1,1,16,4,3,2
PXLG,4,0.39,181720000,0.26,1,3,1,1,1,3,1,1,1,7,8,11,1
ZROZ,10,0.15,181500000,0.27,2,1,1,6,18,9,1,1,1,18,4,3,1
SMD,1,0.1,180910000,0.69,1,1,1,1,25,1,1,1,1,1,2,1,1
GIGB,16,0.14,180400000,0.05,2,12,1,3,3,2,1,1,1,40,8,3,1
TOK,2,0.25,180330000,0.14,1,1,2,1,2,1,1,1,1,3,2,1,1
URE,15,0.95,178800000,0.06,1,1,1,5,7,1,1,2,1,10,2,1,1
UDOW,15,0.95,178720000,0.03,1,6,1,1,1,1,1,2,1,10,1,6,1
XTN,1,0.35,178390000,0.09,1,8,1,5,20,35,1,1,1,1,2,8,1
EBND,1,0.4,178150000,0.23,2,1,3,9,16,2,1,1,1,6,4,3,1
RYE,5,0.4,177860000,0.12,1,8,1,5,15,1,1,1,1,1,1,8,1
DEF,5,0.6,177610000,0.1,1,13,1,1,2,1,1,1,1,35,12,8,1
NFLT,34,0.82,177460000,0.27,2,11,4,2,16,2,1,1,1,16,12,9,2
ENZL,2,0.48,177400000,0.21,1,1,7,1,2,1,1,1,1,3,2,1,1
EPHE,2,0.62,177380000,0.12,1,1,7,1,2,1,1,1,1,3,2,1,1
JO,19,0.75,176450000,0.14,3,20,4,16,46,39,1,1,2,42,6,5,1
FXA,5,0.4,176140000,0.02,6,1,7,22,47,48,1,1,1,59,6,5,1
HDGE,42,2.8,175980000,0.21,1,11,1,1,2,1,2,1,1,16,12,9,2
VTWV,3,0.2,175610000,0.1,1,4,1,1,5,4,1,1,1,7,5,4,1
JXI,2,0.48,174500000,0.12,1,1,4,5,23,1,1,1,1,1,1,1,1
FTGC,12,0.95,174490000,0.13,3,11,4,2,16,55,1,1,1,16,12,9,2
EPU,2,0.63,173710000,0.14,1,1,8,1,2,1,1,1,1,3,2,1,1
DBP,4,0.78,173290000,0.1,3,16,4,4,16,20,1,1,1,19,16,13,1
AGGY,8,0.12,172810000,0.09,2,13,1,2,3,2,1,1,1,6,5,4,1
SPYX,1,0.2,172530000,0.21,1,1,1,1,1,1,1,1,1,1,1,1,1
MLN,9,0.24,172140000,0.18,2,1,1,10,3,9,1,1,1,6,11,3,1
PICB,4,0.5,171990000,0.25,2,1,2,3,3,2,1,1,1,1,4,3,1
SGDJ,7,0.57,171770000,0.64,1,13,4,5,22,12,1,1,1,56,2,4,1
IBND,1,0.5,171510000,0.2,2,1,5,3,3,2,1,1,1,6,4,3,1
SECT,44,0.88,171250000,0.13,1,11,4,1,2,1,1,1,1,16,12,9,2
FDRR,22,0.29,170440000,0.14,1,13,2,1,2,1,1,1,1,69,5,2,1
ZIV,20,1.35,169640000,0.11,4,1,1,12,29,56,2,1,2,1,6,5,1
IAK,2,0.44,168830000,0.07,1,1,1,5,8,33,1,1,1,10,2,1,1
RZV,5,0.35,168410000,0.19,1,4,1,1,5,4,1,1,1,1,8,11,1
GVAL,45,0.68,167700000,0.21,1,4,4,1,2,4,1,1,1,70,8,9,1
IEUS,2,0.4,166570000,0.17,1,1,6,1,5,1,1,1,1,3,2,1,1
WDTI,8,0.65,166460000,0.23,4,26,4,13,41,57,1,1,1,16,13,12,2
JPEM,14,0.51,166380000,0.14,1,13,3,1,2,1,1,1,1,4,5,2,1
HYLD,42,1.28,164860000,0.29,2,11,1,3,12,2,1,1,1,16,12,9,2
GCC,8,0.89,164270000,0.19,3,31,4,2,16,58,1,1,1,71,16,8,1
FLEU,19,0.76,162930000,0.41,1,1,6,1,1,1,1,2,2,20,2,1,1
WBII,41,1.1,162750000,0.14,5,11,4,14,33,34,1,1,1,16,12,9,2
IPAY,24,0.75,162510000,0.17,1,1,4,5,14,1,1,1,1,34,2,1,1
RAVI,13,0.25,162460000,0.05,2,11,4,2,3,13,1,1,1,16,12,9,2
AIRR,12,0.7,162240000,0.19,1,13,1,5,20,1,1,1,1,72,5,9,1
WDIV,1,0.4,162120000,0.11,1,5,4,8,10,1,1,1,1,1,7,7,1
SOCL,28,0.65,162090000,0.2,1,1,4,5,14,1,1,1,1,38,1,2,1
EQL,7,0.48,162070000,0.08,1,8,1,1,1,1,1,1,1,18,2,8,1
USRT,2,0.08,161250000,0.13,1,1,1,5,7,1,1,1,1,4,2,1,1
SLX,9,0.55,161080000,0.14,1,1,4,5,22,59,1,1,1,15,2,1,1
QQQE,21,0.35,160950000,0.17,1,2,1,1,1,1,1,1,1,5,3,8,1
ADRE,4,0.3,160240000,0.32,1,27,3,1,1,1,1,1,1,73,24,1,1
FCG,12,0.6,160190000,0.09,1,13,1,5,15,60,1,1,1,21,5,8,1
RUSL,21,1.14,159440000,0.23,1,1,6,1,2,1,1,2,1,21,2,1,1
USLB,4,0.35,158910000,0.34,1,13,1,1,1,1,1,1,1,4,5,8,1
SIZE,2,0.15,158590000,0.14,1,7,1,1,2,1,1,1,1,3,2,10,1
FXF,5,0.4,157720000,0.02,6,1,6,23,48,48,1,1,1,59,6,5,1
CURE,21,1.09,157480000,0.08,1,1,1,5,13,1,1,2,1,1,1,1,1
UWM,15,0.96,156930000,0.04,1,1,1,1,5,1,1,2,1,7,2,1,1
IAI,2,0.44,156900000,0.08,1,1,1,5,8,61,1,1,1,10,2,1,1
ARGT,28,0.59,156750000,0.23,1,1,8,1,2,1,1,1,1,3,2,1,1
HFXE,27,0.3,155460000,0.24,1,10,6,1,2,1,1,1,1,4,2,1,1
IHY,9,0.4,154590000,0.15,2,1,5,3,12,2,1,1,1,18,27,3,1
TWM,15,0.95,153830000,0.05,1,1,1,1,5,1,2,1,1,7,2,1,1
EUSC,8,0.58,152070000,0.12,1,23,6,1,5,1,1,1,1,14,7,7,1
ONEK,1,0.1,151960000,0.35,1,1,1,1,1,1,1,1,1,7,2,1,1
IBDJ,2,0.1,151410000,0.07,2,17,1,3,3,13,1,1,1,6,20,3,1
HYHG,15,0.5,150850000,0.32,2,24,1,3,12,2,1,1,1,40,4,3,1
IBMJ,2,0.18,150450000,0.18,2,17,1,10,3,7,1,1,1,1,11,3,1
XHE,1,0.35,149860000,0.29,1,8,1,5,13,24,1,1,1,1,2,8,1
IBDP,2,0.1,149520000,0.17,2,17,1,3,3,7,1,1,1,6,20,3,1
MORT,9,0.41,149060000,0.3,1,1,1,5,26,26,1,1,1,31,2,1,1
YCS,15,1.01,147540000,0.08,6,1,7,24,49,42,2,1,1,59,6,5,1
PWC,4,0.6,146860000,0.11,1,13,1,1,2,1,1,1,1,15,5,2,1
LOWC,1,0.2,145640000,0.14,1,19,4,1,2,1,1,1,1,3,22,9,1
CHIQ,28,0.65,145450000,0.24,1,1,7,5,26,32,1,1,1,38,1,1,1
DBE,4,0.78,145370000,0.14,3,16,4,11,16,20,1,1,1,19,16,13,1
KBWR,4,0.35,145210000,0.19,1,13,1,5,8,17,1,1,1,41,1,2,1
GUSH,21,1.07,145090000,0.21,1,8,1,5,15,18,1,2,1,1,2,8,1
EUM,15,0.95,144430000,0.05,1,1,3,1,2,1,2,1,1,3,2,1,1
JPHF,14,0.85,144420000,0.28,4,11,4,13,31,62,1,1,1,16,12,9,2
PTH,4,0.6,144110000,0.3,1,14,1,5,13,1,1,1,1,26,14,12,1
QYLD,46,0.6,143640000,0.29,1,25,1,1,1,1,1,1,1,58,16,13,1
EPS,8,0.28,142920000,0.13,1,12,1,1,1,1,1,1,1,14,17,14,1
SST,1,0.1,141960000,0.1,2,1,1,6,18,6,1,1,1,6,4,3,1
IBMK,2,0.18,141460000,0.17,2,17,1,10,3,7,1,1,1,1,11,3,1
DIG,15,0.95,141160000,0.06,1,1,1,5,15,1,1,2,1,10,2,1,1
INCO,29,0.89,140200000,0.21,1,1,7,5,26,32,1,1,1,49,2,1,1
DXJS,8,0.58,139640000,0.15,1,23,7,1,5,1,1,1,1,14,7,7,1
WPS,2,0.48,139490000,0.21,1,1,2,5,7,1,1,1,1,1,2,1,1
BSJM,5,0.43,138960000,0.17,2,17,1,3,12,7,1,1,1,5,20,3,1
ARKK,47,0.75,138820000,0.16,1,11,4,1,2,1,1,1,1,16,12,9,2
GBF,2,0.2,137640000,0.15,2,1,1,7,3,2,1,1,1,6,4,3,1
NORW,28,0.5,137430000,0.17,1,1,6,1,2,1,1,1,1,3,2,1,1
IDLB,4,0.45,137380000,0.44,1,13,2,1,2,1,1,1,1,4,5,8,1
OUNZ,48,0.4,137240000,0.08,3,1,4,4,6,5,1,1,1,9,6,5,1
BRZU,21,1.11,135370000,0.12,1,1,8,1,2,1,1,2,1,3,2,1,1
USDU,8,0.5,134660000,0.15,6,1,5,17,50,42,2,1,1,42,16,4,2
LVHB,49,0.49,133450000,0.2,1,26,1,1,1,1,1,1,1,74,23,17,1
EUSA,2,0.15,132850000,0.05,1,8,1,1,2,1,1,1,1,3,2,8,1
JKK,2,0.3,132170000,0.1,1,3,1,1,5,3,1,1,1,17,5,1,1
RTM,5,0.4,132150000,0.08,1,8,1,5,22,1,1,1,1,1,1,8,1
FIBR,2,0.25,130770000,0.07,2,11,1,2,16,2,1,1,1,16,12,9,2
VNLA,50,0.35,130640000,0.04,2,11,4,2,16,6,1,1,1,16,12,9,2
SCIU,28,0.19,130570000,0.25,1,13,1,1,1,1,1,1,1,75,5,4,1
TTFS,42,0.9,130490000,0.17,1,11,1,1,2,1,1,1,1,16,12,9,2
FTSD,37,0.3,130190000,0.04,2,11,1,6,16,6,1,1,1,16,12,9,2
DIVC,39,0.7,129760000,0.67,1,13,1,1,2,1,1,1,2,76,5,8,1
SBIO,7,0.5,129350000,0.28,1,12,1,5,13,10,1,1,1,27,8,1,1
XRLV,4,0.25,128630000,0.14,1,26,1,1,1,1,1,1,1,1,23,10,1
ICSH,2,0.08,127680000,0.05,2,11,1,2,3,13,1,1,1,16,12,9,2
SPHB,4,0.25,127600000,0.07,1,30,1,1,1,1,1,1,1,1,26,19,1
DGP,11,0.75,125870000,0.25,3,16,4,4,6,20,1,2,2,19,6,5,1
CDL,33,0.35,125070000,0.13,1,13,1,1,1,1,1,1,1,48,8,10,1
PST,15,0.95,125010000,0.14,2,1,1,6,18,7,2,1,1,12,4,3,1
GNMA,2,0.15,124840000,0.17,2,1,1,6,19,2,1,1,1,6,4,3,1
FYC,12,0.7,124470000,0.24,1,3,1,1,5,3,1,1,1,5,5,2,1
ESGD,2,0.2,124320000,0.06,1,19,2,1,2,1,1,1,1,3,22,20,1
FFTI,44,1,123950000,0.13,2,11,4,2,16,2,1,1,1,16,12,9,2
MVV,15,0.95,123220000,0.04,1,1,1,1,4,1,1,2,1,1,1,1,1
LABD,21,1.08,123220000,0.16,1,8,1,5,13,10,2,1,1,1,2,8,1
PSJ,4,0.63,122050000,0.15,1,13,1,5,14,31,1,1,1,15,5,2,1
BRF,9,0.6,121320000,0.24,1,1,8,1,5,1,1,1,1,31,2,1,1
PEK,9,0.72,120770000,0.1,1,1,7,1,2,1,1,1,1,36,2,1,1
PZD,4,0.67,120520000,0.46,1,8,4,5,26,63,1,1,1,77,12,2,1
SYLD,45,0.59,119750000,0.19,1,13,4,1,2,1,1,1,1,16,5,8,2
SJB,15,0.95,119530000,0.1,2,1,1,3,12,2,2,1,1,8,4,3,1
TUZ,10,0.15,119220000,0.05,2,1,1,6,18,6,1,1,1,18,4,3,1
SHYD,9,0.35,119170000,0.33,2,1,1,10,12,7,1,1,1,6,4,3,1
DWT,39,1.5,119140000,0.08,3,1,4,11,28,19,2,1,2,1,6,5,1
ROOF,27,0.7,119110000,0.13,1,1,1,5,7,1,1,1,1,37,2,1,1
PRN,4,0.6,119090000,0.19,1,14,1,5,20,1,1,1,1,26,14,12,1
PTF,4,0.6,118540000,0.16,1,14,1,5,14,1,1,1,1,26,14,12,1
RODM,51,0.39,117930000,0.58,1,13,2,1,2,1,1,1,1,78,5,4,1
DXGE,8,0.48,117850000,0.16,1,9,6,1,2,1,1,1,1,14,8,7,1
JETS,52,0.6,116920000,0.19,1,12,4,5,20,35,1,1,1,79,2,2,1
FXY,5,0.4,116840000,0.02,6,1,7,24,49,48,1,1,1,16,6,5,1
DWIN,4,0.69,116080000,0.18,5,13,4,14,33,34,1,1,1,26,5,9,1
LDUR,10,0.48,114860000,0.15,2,11,4,2,3,6,1,1,1,16,12,9,2
GSC,16,1.25,114830000,1.15,3,16,4,2,16,20,1,1,2,1,19,15,1
TMF,21,1.08,114410000,0.15,2,1,1,6,18,9,1,2,1,12,4,3,1
TIPX,1,0.15,113820000,0.2,2,1,1,6,9,7,1,1,1,6,4,3,1
ICLN,2,0.48,113810000,0.2,1,1,4,5,26,46,1,1,1,1,2,1,1
FTLS,12,1.41,113790000,0.2,4,11,4,13,41,64,1,1,1,16,12,9,2
PEJ,4,0.61,113390000,0.15,1,13,1,5,17,65,1,1,1,15,5,2,1
BLHY,34,0.68,113370000,0.71,2,11,4,2,16,2,1,1,1,16,12,9,2
INDL,21,1.23,113310000,0.2,1,1,7,1,2,1,1,2,1,3,2,1,1
EWMC,5,0.41,113280000,0.43,1,8,1,1,4,1,1,1,1,1,2,8,1
DBAW,11,0.4,113030000,0.13,1,10,5,1,2,1,1,1,1,3,2,1,1
JPGB,14,0.55,112820000,0.21,2,11,4,2,16,2,1,1,1,16,12,9,2
MLPC,39,0.95,112490000,0.56,1,12,1,5,15,8,1,1,2,76,8,2,1
IWL,2,0.15,112280000,0.08,1,1,1,1,1,1,1,1,1,7,2,1,1
CCOR,45,1.05,111500000,0.26,1,11,1,1,1,1,1,1,1,16,12,9,2
SEA,5,0.65,111370000,0.16,1,5,4,5,26,66,1,1,1,10,7,1,1
FAD,12,0.7,111350000,0.26,1,3,1,1,2,3,1,1,1,5,5,2,1
URTY,15,0.95,111160000,0.13,1,1,1,1,5,1,1,2,1,7,2,1,1
FLQL,37,0.25,111010000,0.24,1,13,1,1,1,1,1,1,1,80,5,4,1
RXL,15,0.95,110960000,0.36,1,1,1,5,13,1,1,2,1,10,2,1,1
FCOM,22,0.08,110750000,0.2,1,1,1,5,30,1,1,1,1,3,2,1,1
QLTA,2,0.15,110640000,0.07,2,1,1,3,3,2,1,1,1,6,4,3,1
