ticker,FUND_EXPENSE_RATIO,FUND_ASSETS_USD,AVERAGE_BID_ASK_SPREAD,FUND_LEVERAGE,INVERSE_FUND_INDICATOR,ACTIVELY_MANAGED,ID_BB_ULTIMATE_PARENT_CO_NAME,FUND_ASSET_CLASS_FOCUS,FUND_STRATEGY,STYLE_ANALYSIS_REGION_FOCUS,FUND_MKT_CAP_FOCUS,FUND_TYP,FUND_STRATEGY,INDEX_WEIGHTING_METHODOLOGY,REBALANCING_FREQUENCY
FFTY,0.8,406.3466492,0.070556071,N,N,N,Innovator Capital Management L,Equity,Growth,North America,Broad Market,ETF,Growth,Not Applicable,Weekly
DUSA,0.6,186.4814148,0.221623348,N,N,Y,Davis Selected Advisers LP,Equity,Blend,North America,Large-cap,ETF,Blend,Not Applicable,Not Applicable
SMMU,0.35,96.31322479,0.12810073,N,N,Y,Allianz SE,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Not Applicable,Monthly
ADRD,0.27,33.36904526,0.46556095,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
TAO,0.7,59.11837769,0.504870319,N,N,N,Invesco Ltd,Equity,Blend,Emerging Asia,Broad Market,ETF,Blend,Market Cap,Yearly
QXGG,1.17,4.230079651,#N/A N/A,N,N,N,Blue Sky Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Unknown
SLVP,0.39,60.21073914,0.759797885,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
TIPZ,0.2,54.76864243,0.076748592,N,N,N,Tipmax Ltd,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Market Cap,Monthly
DGRE,0.32,66.98225403,0.592542379,N,N,Y,WisdomTree Investments Inc,Equity,Growth,Emerging Market,Large-cap,ETF,Growth,Dividend,Unknown
MLPO,0.95,31.78693581,1.755492422,N,N,N,Credit Suisse Group AG,Equity,Blend,Developed Market,Large-cap,ETN,Blend,Market Cap,Yearly
NGE,0.88,35.5691452,1.04924139,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Yearly
CSF,0.35,95.64697266,0.062364202,N,N,N,Victory Capital Advisers Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Proprietary,Semi-Annually
PSCD,0.29,28.8079319,0.499924611,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
QDYN,0.37,47.55440521,0.077921956,N,N,N,Northern Trust Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
IGN,0.47,119.1277008,0.072859576,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
RINF,0.3,7.534202576,0.931653145,N,N,N,ProFunds Group,Fixed Income,Inflation Protected,#N/A N/A,#N/A N/A,ETF,Inflation Protected,Market Cap,Daily
NUAG,0.2,184.1106873,0.09474792,N,N,N,TIAA Board of Overseers,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Multi Factor,Monthly
HSPX,0.65,98.73630524,0.315096543,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Monthly
WBIC,1.03,39.59439468,0.36693792,N,N,Y,WBI Investments Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Not Applicable
RFEM,0.95,99.6480484,0.22578019,N,N,Y,Grace Partners of DuPage LP,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Proprietary,Unknown
FYT,0.7,58.17976761,0.471394704,N,N,N,Grace Partners of DuPage LP,Equity,Value,North America,Small-cap,ETF,Value,Multi Factor,Quarterly
EURL,0.95,28.58485603,0.121746723,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Market Cap,Daily
SILJ,0.69,48.239151,0.777185549,N,N,N,ETF Managers Group LLC,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Semi-Annually
DYLS,0.48,78.56287384,0.192812045,N,N,N,WisdomTree Investments Inc,Alternative,Equity Hedge,#N/A N/A,#N/A N/A,ETF,Equity Hedge,Multi Factor,Quarterly
RVNU,0.15,67.68801117,0.275713625,N,N,N,Deutsche Bank AG,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Unknown
UYM,0.95,42.74381638,0.277422828,Y,N,N,ProFunds Group,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Daily
LVL,0.64,29.26359749,0.322053525,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Dividend,Semi-Annually
DBEZ,0.45,32.25036621,0.067827371,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Monthly
RTH,0.35,66.56581879,0.044956,N,N,N,Van Eck Associates Corp,Equity,Growth,Developed Market,Large-cap,ETF,Growth,Market Cap,Quarterly
FRAK,0.54,20.66637421,0.588857465,N,N,N,Van Eck Associates Corp,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
FDVV,0.29,339.4055481,0.136299747,N,N,N,FMR LLC,Equity,Value,North America,Broad Market,ETF,Value,Dividend,Yearly
PBD,0.75,48.62166977,0.409438637,N,N,N,Invesco Ltd,Equity,Blend,Global,Broad Market,ETF,Blend,Multi Factor,Quarterly
IBDR,0.1,266.3058167,0.117706986,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
PUI,0.6,198.0230255,0.06864025,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
GTO,0.51,65.91809845,0.180384201,N,N,Y,Invesco Ltd,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Proprietary,Other
HUSE,0.95,178.1902771,0.213979387,N,N,Y,GTCR Golder Rauner LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Not Applicable,Not Applicable
DNL,0.58,73.82826233,0.152015919,N,N,N,WisdomTree Investments Inc,Equity,Blend,Global,Large-cap,ETF,Blend,Dividend,Yearly
MLPZ,0.95,27.62792969,0.76241066,Y,N,N,UBS Group AG,Equity,Blend,North America,Broad Market,ETN,Blend,Market Cap,Quarterly
PXMV,0.39,49.57816696,0.522201976,N,N,N,Invesco Ltd,Equity,Value,North America,Mid-cap,ETF,Value,Fundamentals,Yearly
XIVH,1.3,4.586902142,#N/A N/A,Y,N,N,UBS Group AG,Specialty,Specialty,#N/A N/A,#N/A N/A,ETN,Specialty,Proprietary,Quarterly
MIDU,0.95,52.5619812,0.134486165,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Mid-cap,ETF,Blend,Market Cap,Daily
LVHI,0.4,46.62672043,0.353025046,N,N,N,Legg Mason Inc,Equity,Value,Developed Market,Broad Market,ETF,Value,Multi Factor,Quarterly
SNSR,0.68,86.70189667,0.499095146,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Yearly
GASL,0.95,26.16463089,0.254404283,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Daily
EGPT,0.94,36.96112061,1.127351646,N,N,N,Van Eck Associates Corp,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
PGAL,0.57,22.79994583,1.052273646,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Yearly
HYZD,0.43,251.6073456,0.460500724,N,N,N,WisdomTree Investments Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
RSXJ,0.75,36.69610214,0.768333082,N,N,N,Van Eck Associates Corp,Equity,Blend,Global,Small-cap,ETF,Blend,Market Cap,Quarterly
XTL,0.35,61.03404999,0.20308201,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
USEQ,0.29,26.38335419,0.286755082,N,N,N,Invesco Ltd,Equity,Value,North America,Large-cap,ETF,Value,Equal,Semi-Annually
GURU,0.75,57.77799225,0.179176388,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
FNK,0.7,51.98141098,0.482566712,N,N,N,Grace Partners of DuPage LP,Equity,Value,North America,Mid-cap,ETF,Value,Multi Factor,Quarterly
COPX,0.65,50.25255585,0.606734185,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Semi-Annually
FCVT,0.95,191.8084564,0.341747813,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Convertible,#N/A N/A,#N/A N/A,ETF,Convertible,Not Applicable,Unknown
DIVY,0.85,69.22756195,2.143034041,N,N,Y,Reality Shares Inc,Alternative,Equity Hedge,#N/A N/A,#N/A N/A,ETF,Equity Hedge,Not Applicable,Unknown
HEWP,0.51,10.94119549,0.236529555,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Monthly
GLDI,0.65,33.5324707,0.329733103,N,N,N,Credit Suisse Group AG,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Single Asset,Monthly
FEMB,0.85,102.4375153,0.271397977,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Fundamentals,Semi-Annually
FVL,0.7,41.74158478,0.234128923,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Monthly
JHMT,0.5,57.21346664,0.084277821,N,N,N,Manulife Financial Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
INXX,0.76,28.58078957,1.276043227,N,N,N,Ameriprise Financial Inc,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Yearly
PSCC,0.29,59.3705101,0.520697208,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
FFR,0.6,50.37620544,0.419374587,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
XPP,0.95,37.19659042,0.211970515,Y,N,N,ProFunds Group,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Daily
PTEU,0.65,138.5319214,0.332498958,N,N,N,Pacer Advisors Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Unknown
GHYB,0.34,66.00611877,0.142319951,N,N,N,Goldman Sachs Group Inc/The,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Multi Factor,Monthly
XSW,0.35,232.2595978,0.185232242,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
FTHI,0.85,68.3839798,0.286209105,N,N,Y,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Not Applicable,Unknown
SPVU,0.13,57.33648682,0.153372265,N,N,N,Invesco Ltd,Equity,Value,Developed Market,Large-cap,ETF,Value,Multi Factor,Semi-Annually
OILB,#N/A N/A,77.666008,#N/A N/A,N,N,N,Barclays PLC,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
EMCB,0.6,35.99727631,1.043182284,N,N,Y,WisdomTree Investments Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Proprietary,Not Applicable
SPXH,0.71,15.10817432,#N/A N/A,N,N,N,Janus Henderson Group PLC,Equity,Blend,North America,Large-cap,ETF,Blend,Proprietary,Quarterly
PSCU,0.29,54.57249832,0.617796467,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
FIXD,0.55,575.2558594,0.087399558,N,N,Y,Grace Partners of DuPage LP,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Not Applicable
PAK,0.87,31.60567856,1.8015105,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
DBGR,0.45,23.83415604,0.169736601,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Monthly
UAE,0.64,48.82932281,0.58301701,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
CEW,0.55,16.62148285,0.372630548,N,N,Y,WisdomTree Investments Inc,Specialty,Currency,Latin America,#N/A N/A,ETF,Currency,Proprietary,Not Applicable
EMIF,0.75,25.70619011,0.651825153,N,N,N,BlackRock Inc,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Quarterly
BCM,0.7,52.23798752,0.276302522,N,N,N,Barclays PLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETN,Broad Based,Single Asset,Not Applicable
FPA,0.8,30.75242805,1.253109158,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Global,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
UDN,0.8,33.20643616,0.052244037,Y,Y,N,Invesco Ltd,Specialty,Currency,Emerging Europe,#N/A N/A,ETF,Currency,Multi Factor,Yearly
EQWL,0.25,58.49199295,0.290765235,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Equal,Yearly
SMLF,0.3,222.7855377,0.232097992,N,N,N,BlackRock Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Proprietary,Semi-Annually
JHMD,0.45,504.5445251,0.332111347,N,N,N,Manulife Financial Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
CHIX,0.65,93.20681,0.174522303,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Semi-Annually
OUSM,0.48,93.12084198,0.177479559,N,N,N,O'Shares Investment Advisers L,Equity,Blend,North America,Small-cap,ETF,Blend,Multi Factor,Unknown
RFDA,0.52,132.9561157,0.193172676,N,N,Y,SS&C Technologies Holdings Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Monthly
SGQI,0.45,4.151670456,#N/A N/A,N,N,N,Janus Henderson Group PLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Equal,Quarterly
BSJN,0.42,210.2748108,0.165630216,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Unknown
FYLD,0.59,22.84419441,0.923225112,N,N,N,Cambria Investment Management,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Not Applicable,Quarterly
PXE,0.65,32.81942749,0.421719115,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
SRET,0.59,224.4197083,0.105033936,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Yearly
EDOG,0.6,32.21669006,0.388591053,N,N,N,SS&C Technologies Holdings Inc,Equity,Value,Emerging Market,Large-cap,ETF,Value,Equal,Quarterly
WBIE,1.02,63.83817291,0.20978812,N,N,Y,WBI Investments Inc,Equity,Growth,North America,Large-cap,ETF,Growth,Not Applicable,Not Applicable
IBCE,0.1,25.51980972,0.339345561,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Multi Factor,Monthly
GOEX,0.65,33.6187706,1.89135655,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Semi-Annually
BMLP,0.85,45.81158829,0.752288363,N,N,N,BMO Global Asset Management/To,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Equal,Monthly
JHMF,0.5,47.94950867,0.165573118,N,N,N,Manulife Financial Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
MLPY,0.85,61.76459885,2.167534545,N,N,N,Morgan Stanley,Equity,Blend,Developed Market,#N/A N/A,ETN,Blend,Proprietary,Not Applicable
MEAR,0.25,170.2226257,0.125894447,N,N,Y,BlackRock Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Not Applicable,Unknown
JPST,0.18,7425.26416,0.020160121,N,N,Y,JPMorgan Chase & Co,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Unknown
EWGS,0.59,38.82695007,0.408949111,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Quarterly
SLVO,0.65,19.87158585,1.862441401,N,N,N,Credit Suisse Group AG,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Market Cap,Monthly
ROAM,0.49,95.22406769,0.312715978,N,N,N,Hartford Financial Services Gr,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
BOIL,0.95,23.696661,0.154750803,Y,N,N,ProFunds Group,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Daily
QAT,0.64,55.83504105,0.413570291,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
DTYS,0.75,29.98492622,0.762340142,Y,Y,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Single Asset,Not Applicable
WBIL,1.02,61.16294098,0.202002914,N,N,Y,WBI Investments Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Not Applicable,Not Applicable
EFNL,0.53,28.79240608,0.349676278,N,N,N,BlackRock Inc,Equity,Blend,Europe,Broad Market,ETF,Blend,Market Cap,Quarterly
PFIG,0.22,161.8822632,0.193593004,N,N,N,Invesco Ltd,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
SKOR,0.22,87.03089905,0.183998301,N,N,N,Northern Trust Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Multi Factor,Monthly
SOXS,0.95,172.3006744,0.164507223,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
GVIP,0.45,79.17946625,0.171732968,N,N,N,Goldman Sachs Group Inc/The,Equity,Growth,North America,Broad Market,ETF,Growth,Equal,Quarterly
CJNK,0.15,75.09082031,0.129139703,N,N,N,State Street Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
GSEU,0.25,23.8968544,0.210368418,N,N,N,Goldman Sachs Group Inc/The,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Quarterly
AXJL,0.48,29.98618507,0.286227318,N,N,N,WisdomTree Investments Inc,Equity,Blend,Global,Large-cap,ETF,Blend,Dividend,Yearly
IGRO,0.22,65.77937317,0.964000202,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Dividend,Quarterly
BLES,0.65,148.1622925,1.20037244,N,N,N,BTS Asset Management Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Quarterly
GAA,0.25,62.84428406,0.863821005,N,N,Y,Cambria Investment Management,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Market Cap,Yearly
JPIH,0.38,31.78398514,#N/A N/A,N,N,N,JPMorgan Chase & Co,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Monthly
VIXM,0.85,38.23738098,0.238944698,N,N,N,ProFunds Group,Specialty,Specialty,#N/A N/A,#N/A N/A,ETF,Specialty,Single Asset,Daily
PSCM,0.29,15.36925697,1.161410418,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
UBT,0.95,26.58018303,0.104282524,Y,N,N,ProFunds Group,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Daily
USD,0.95,43.84505081,0.092490032,Y,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
BIS,0.95,24.62661552,0.189730396,Y,Y,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Daily
YANG,0.95,93.48972321,0.054133557,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
GSJY,0.25,30.83272552,0.231693724,N,N,N,Goldman Sachs Group Inc/The,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
DBV,0.8,24.2094574,0.657845722,N,N,N,Invesco Ltd,Specialty,Currency,Global,#N/A N/A,ETF,Currency,Equal,Yearly
SKF,0.95,24.89104843,0.125031846,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
ISRA,0.59,51.96467972,0.829440617,N,N,N,Van Eck Associates Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Semi-Annually
IMOM,0.59,56.37551498,0.349610732,N,N,N,Empirical Finance LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Unknown
CNCR,0.79,36.88994598,0.391279969,N,N,N,US Bancorp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Semi-Annually
DVYA,0.49,33.16905212,0.522831949,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Dividend,Quarterly
EFAX,0.2,73.10162354,0.378116637,N,N,N,State Street Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
RFCI,0.52,153.5462646,0.452441541,N,N,Y,SS&C Technologies Holdings Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Monthly
VXZ,0.89,20.48302269,0.275101614,N,N,N,Barclays PLC,Specialty,Specialty,#N/A N/A,#N/A N/A,ETN,Specialty,Single Asset,Unknown
DTO,0.75,59.17499924,2.620396872,Y,Y,N,Deutsche Bank AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
TLEH,0.64,5.52437067,0.527965523,N,N,N,Northern Trust Corp,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Quarterly
IMTM,0.3,135.6382751,0.136080733,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
KRMA,0.43,63.33772659,0.469320761,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Yearly
MLPQ,0.85,76.15074921,0.66286587,Y,N,N,UBS Group AG,Equity,Blend,North America,Broad Market,ETN,Blend,Market Cap,Quarterly
JPHY,0.4,161.6531982,0.086272145,N,N,Y,JPMorgan Chase & Co,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Not Applicable,Monthly
EZY,#N/A N/A,38.31302643,#N/A N/A,N,N,Y,WisdomTree Investments Inc,Equity,Value,#N/A N/A,Large-cap,ETF,Value,Not Applicable,Unknown
SPDN,0.45,15.22077465,0.03884375,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,Emerging Europe,Large-cap,ETF,Blend,Market Cap,Quarterly
SYG,0.61,33.9456749,0.10753531,N,N,Y,State Street Corp,Equity,Growth,Developed Market,Large-cap,ETF,Growth,Proprietary,Other
GXF,0.58,22.77218628,1.797198055,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Europe,Large-cap,ETF,Blend,Market Cap,Semi-Annually
EET,0.95,35.88765335,0.590669977,Y,N,N,ProFunds Group,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Daily
BBP,0.79,32.7706871,0.535067498,N,N,N,Virtus Investment Partners Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Semi-Annually
ACSI,0.65,58.19433212,0.126734733,N,N,N,US Bancorp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Quarterly
FVAL,0.29,133.5115814,0.151884551,N,N,N,FMR LLC,Equity,Value,North America,Broad Market,ETF,Value,Proprietary,Semi-Annually
HDG,0.95,32.26256561,0.356214647,N,N,N,ProFunds Group,Alternative,Multi-Strategy,Global,#N/A N/A,ETF,Multi-Strategy,Unknown,Daily
JPSE,0.29,171.7778625,0.157100399,N,N,N,JPMorgan Chase & Co,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
TOLZ,0.46,103.8347702,0.152281744,N,N,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Quarterly
STOT,0.45,114.6752472,0.116502056,N,N,Y,State Street Corp,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Other
WBIA,1.03,14.87432289,0.28388289,N,N,Y,WBI Investments Inc,Equity,Growth,North America,Broad Market,ETF,Growth,Not Applicable,Not Applicable
IFEU,0.48,26.31084251,0.314149451,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Quarterly
DSLV,1.65,30.79000473,0.180489958,Y,Y,N,Credit Suisse Group AG,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Proprietary,Not Applicable
XUSA,0.59,4.337744713,#N/A N/A,N,N,N,Blue Sky Asset Management LLC,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Unknown
ENFR,0.65,63.1271553,0.21861522,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
VMOT,0.8,89.53337097,0.384019325,N,N,N,Empirical Finance LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Yearly
CYB,0.45,28.04805183,0.710403612,N,N,Y,WisdomTree Investments Inc,Specialty,Currency,#N/A N/A,#N/A N/A,ETF,Currency,Proprietary,Not Applicable
CSB,0.35,73.59773254,0.295622464,N,N,N,Victory Capital Advisers Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Proprietary,Unknown
QCAN,#N/A N/A,20.40112686,#N/A N/A,N,N,N,State Street Corp,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
DWAQ,0.6,46.2170372,0.400738921,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
UBIO,0.95,27.7748661,0.310630389,Y,N,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
QGTA,0.46,43.00111008,0.203692294,N,N,N,New York Life Insurance Co,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Not Applicable,Monthly
ERY,0.95,28.02542877,0.107761502,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
MLPB,0.85,8.845479965,0.199108538,N,N,N,UBS Group AG,Equity,Blend,Developed Market,Large-cap,ETN,Blend,Market Cap,Not Applicable
FFHG,1.15,66.68000031,0.587583218,N,N,Y,BTS Asset Management Inc,Mixed Allocation,Dynamic Allocation,North America,#N/A N/A,ETF,Dynamic Allocation,Not Applicable,Quarterly
AUSE,0.58,20.1885376,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Dividend,Yearly
WBIY,0.67,105.05439,0.148201509,N,N,N,WBI Investments Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Unknown
